AGE_GROUP_ID;FREQUENCY;DATE;REGION_NAME;AGE_GROUP_NAME;REGION_ID;VALUE;INDICATOR_ID;INDICATOR_NAME;REGION_REGIONID;SEX_ID;SEX_NAME
KN.AG1;Annual;2016;Madhya Pradesh;All Age;IN-MP;78806.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2017;Madhya Pradesh;All Age;IN-MP;79948.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2021;Madhya Pradesh;All Age;IN-MP;84516.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2023;Madhya Pradesh;All Age;IN-MP;86579.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2026;Madhya Pradesh;All Age;IN-MP;89673.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2032;Madhya Pradesh;All Age;IN-MP;94806.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2034;Madhya Pradesh;All Age;IN-MP;96305.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2012;Madhya Pradesh;All Age;IN-MP;20498.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2015;Madhya Pradesh;All Age;IN-MP;21797.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2019;Madhya Pradesh;All Age;IN-MP;23478.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2022;Madhya Pradesh;All Age;IN-MP;24709.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2023;Madhya Pradesh;All Age;IN-MP;25102.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2024;Madhya Pradesh;All Age;IN-MP;25497.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2026;Madhya Pradesh;All Age;IN-MP;26292.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2029;Madhya Pradesh;All Age;IN-MP;27363.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2014;Maharashtra;All Age;IN-MH;116186.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2023;Maharashtra;All Age;IN-MH;126385.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2028;Maharashtra;All Age;IN-MH;130965.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2030;Maharashtra;All Age;IN-MH;132622.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2034;Maharashtra;All Age;IN-MH;135439.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2011;Maharashtra;All Age;IN-MH;50818.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2017;Maharashtra;All Age;IN-MH;56205.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2018;Maharashtra;All Age;IN-MH;57073.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2023;Maharashtra;All Age;IN-MH;61334.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2024;Maharashtra;All Age;IN-MH;62154.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2026;Maharashtra;All Age;IN-MH;63809.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2029;Maharashtra;All Age;IN-MH;66112.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2035;Maharashtra;All Age;IN-MH;70505.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2011;Manipur;All Age;IN-MN;2856.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2015;Manipur;All Age;IN-MN;2980.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2020;Manipur;All Age;IN-MN;3134.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2023;Manipur;All Age;IN-MN;3223.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2028;Manipur;All Age;IN-MN;3364.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2031;Manipur;All Age;IN-MN;3444.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2035;Manipur;All Age;IN-MN;3527.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2012;Manipur;All Age;IN-MN;851.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2013;Manipur;All Age;IN-MN;868.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2015;Manipur;All Age;IN-MN;903.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2024;Manipur;All Age;IN-MN;1063.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2025;Manipur;All Age;IN-MN;1082.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2033;Manipur;All Age;IN-MN;1223.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2015;Meghalaya;All Age;IN-ML;3096.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2022;Meghalaya;All Age;IN-ML;3318.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2024;Meghalaya;All Age;IN-ML;3379.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2027;Meghalaya;All Age;IN-ML;3468.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2036;Meghalaya;All Age;IN-ML;3686.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2013;Meghalaya;All Age;IN-ML;611.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2023;Meghalaya;All Age;IN-ML;691.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2026;Meghalaya;All Age;IN-ML;715.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2036;Meghalaya;All Age;IN-ML;784.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2011;Mizoram;All Age;IN-MZ;1097.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2012;Mizoram;All Age;IN-MZ;1109.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2015;Mizoram;All Age;IN-MZ;1145.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2017;Mizoram;All Age;IN-MZ;1169.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2018;Mizoram;All Age;IN-MZ;1181.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2020;Mizoram;All Age;IN-MZ;1204.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2023;Mizoram;All Age;IN-MZ;1238.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2027;Mizoram;All Age;IN-MZ;1282.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2028;Mizoram;All Age;IN-MZ;1293.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2030;Mizoram;All Age;IN-MZ;1313.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2033;Mizoram;All Age;IN-MZ;1339.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2036;Mizoram;All Age;IN-MZ;1363.0;KN.A1;Projected Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2014;Mizoram;All Age;IN-MZ;599.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2017;Mizoram;All Age;IN-MZ;626.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2021;Mizoram;All Age;IN-MZ;663.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2022;Mizoram;All Age;IN-MZ;672.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2030;Mizoram;All Age;IN-MZ;744.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2032;Mizoram;All Age;IN-MZ;760.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2011;Nagaland;All Age;IN-NL;1979.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2016;Nagaland;All Age;IN-NL;2086.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2020;Nagaland;All Age;IN-NL;2171.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2024;Nagaland;All Age;IN-NL;2253.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2025;Nagaland;All Age;IN-NL;2274.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2029;Nagaland;All Age;IN-NL;2349.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2018;Nagaland;All Age;IN-NL;823.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2026;Nagaland;All Age;IN-NL;1150.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2029;Nagaland;All Age;IN-NL;1279.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2031;Nagaland;All Age;IN-NL;1367.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2033;Nagaland;All Age;IN-NL;1452.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2014;Odisha;All Age;IN-OR;42667.0;KN.A1;Projected Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2031;Odisha;All Age;IN-OR;45008.0;KN.A1;Projected Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2034;Odisha;All Age;IN-OR;45019.0;KN.A1;Projected Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2014;Odisha;All Age;IN-OR;7347.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2016;Odisha;All Age;IN-OR;7582.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2017;Odisha;All Age;IN-OR;7693.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2027;Odisha;All Age;IN-OR;8796.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2032;Odisha;All Age;IN-OR;9303.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2011;Punjab;All Age;IN-PB;27743.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2012;Punjab;All Age;IN-PB;28023.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2019;Punjab;All Age;IN-PB;29859.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2026;Punjab;All Age;IN-PB;31318.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2033;Punjab;All Age;IN-PB;32315.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2034;Punjab;All Age;IN-PB;32430.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2014;Punjab;All Age;IN-PB;11024.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2036;Punjab;All Age;IN-PB;15227.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2017;Rajasthan;All Age;IN-RJ;75248.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2019;Rajasthan;All Age;IN-RJ;77264.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2027;Rajasthan;All Age;IN-RJ;84353.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2030;Rajasthan;All Age;IN-RJ;86487.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2031;Rajasthan;All Age;IN-RJ;87198.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2032;Rajasthan;All Age;IN-RJ;87871.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2019;Rajasthan;All Age;IN-RJ;20123.0;KN.A2;Projected Urban Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2027;Rajasthan;All Age;IN-RJ;22926.0;KN.A2;Projected Urban Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2031;Rajasthan;All Age;IN-RJ;24192.0;KN.A2;Projected Urban Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2021;Sikkim;All Age;IN-SK;677.0;KN.A1;Projected Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2026;Sikkim;All Age;IN-SK;708.0;KN.A1;Projected Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2033;Sikkim;All Age;IN-SK;745.0;KN.A1;Projected Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2035;Sikkim;All Age;IN-SK;754.0;KN.A1;Projected Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2036;Sikkim;All Age;IN-SK;759.0;KN.A1;Projected Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2013;Sikkim;All Age;IN-SK;180.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2014;Sikkim;All Age;IN-SK;194.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2018;Sikkim;All Age;IN-SK;255.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2019;Sikkim;All Age;IN-SK;271.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2021;Sikkim;All Age;IN-SK;304.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2028;Sikkim;All Age;IN-SK;426.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2030;Sikkim;All Age;IN-SK;462.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2036;Sikkim;All Age;IN-SK;566.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2014;Tamil Nadu;All Age;IN-TN;73640.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2016;Tamil Nadu;All Age;IN-TN;74635.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2019;Tamil Nadu;All Age;IN-TN;75695.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2028;Tamil Nadu;All Age;IN-TN;77761.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2036;Tamil Nadu;All Age;IN-TN;78067.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2012;Tamil Nadu;All Age;IN-TN;35476.0;KN.A2;Projected Urban Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2013;Tamil Nadu;All Age;IN-TN;36040.0;KN.A2;Projected Urban Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2022;Tamil Nadu;All Age;IN-TN;40795.0;KN.A2;Projected Urban Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2023;Tamil Nadu;All Age;IN-TN;41259.0;KN.A2;Projected Urban Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2031;Tamil Nadu;All Age;IN-TN;44742.0;KN.A2;Projected Urban Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2032;Tamil Nadu;All Age;IN-TN;45100.0;KN.A2;Projected Urban Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2012;Telangana;All Age;IN-TE;35295.0;KN.A1;Projected Population;IN-TE;KN.TTL;Both Sex
KN.AG1;Annual;2020;Telangana;All Age;IN-TE;37473.0;KN.A1;Projected Population;IN-TE;KN.TTL;Both Sex
KN.AG1;Annual;2011;Telangana;All Age;IN-TE;13731.0;KN.A2;Projected Urban Population;IN-TE;KN.TTL;Both Sex
KN.AG1;Annual;2012;Telangana;All Age;IN-TE;14099.0;KN.A2;Projected Urban Population;IN-TE;KN.TTL;Both Sex
KN.AG1;Annual;2025;Telangana;All Age;IN-TE;18984.0;KN.A2;Projected Urban Population;IN-TE;KN.TTL;Both Sex
KN.AG1;Annual;2017;Tripura;All Age;IN-TR;3914.0;KN.A1;Projected Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2023;Tripura;All Age;IN-TR;4147.0;KN.A1;Projected Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2024;Tripura;All Age;IN-TR;4184.0;KN.A1;Projected Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2033;Tripura;All Age;IN-TR;4484.0;KN.A1;Projected Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2035;Tripura;All Age;IN-TR;4538.0;KN.A1;Projected Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2036;Tripura;All Age;IN-TR;4565.0;KN.A1;Projected Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2011;Tripura;All Age;IN-TR;961.0;KN.A2;Projected Urban Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2012;Tripura;All Age;IN-TR;1011.0;KN.A2;Projected Urban Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2014;Tripura;All Age;IN-TR;1113.0;KN.A2;Projected Urban Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2015;Tripura;All Age;IN-TR;1166.0;KN.A2;Projected Urban Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2021;Tripura;All Age;IN-TR;1505.0;KN.A2;Projected Urban Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2033;Tripura;All Age;IN-TR;2263.0;KN.A2;Projected Urban Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2036;Tripura;All Age;IN-TR;2460.0;KN.A2;Projected Urban Population;IN-TR;KN.TTL;Both Sex
KN.AG1;Annual;2014;Uttar Pradesh;All Age;IN-UP;209577.0;KN.A1;Projected Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2015;Uttar Pradesh;All Age;IN-UP;212832.0;KN.A1;Projected Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2025;Uttar Pradesh;All Age;IN-UP;240468.0;KN.A1;Projected Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2030;Uttar Pradesh;All Age;IN-UP;250142.0;KN.A1;Projected Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2031;Uttar Pradesh;All Age;IN-UP;251963.0;KN.A1;Projected Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2034;Uttar Pradesh;All Age;IN-UP;256179.0;KN.A1;Projected Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2012;Uttar Pradesh;All Age;IN-UP;45526.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2013;Uttar Pradesh;All Age;IN-UP;46565.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2020;Uttar Pradesh;All Age;IN-UP;53783.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2025;Uttar Pradesh;All Age;IN-UP;58465.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2026;Uttar Pradesh;All Age;IN-UP;59394.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2027;Uttar Pradesh;All Age;IN-UP;60189.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2029;Uttar Pradesh;All Age;IN-UP;61798.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2030;Uttar Pradesh;All Age;IN-UP;62611.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2032;Uttar Pradesh;All Age;IN-UP;64150.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2034;Uttar Pradesh;All Age;IN-UP;65605.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2036;Uttar Pradesh;All Age;IN-UP;67081.0;KN.A2;Projected Urban Population;IN-UP;KN.TTL;Both Sex
KN.AG1;Annual;2014;Uttarakhand;All Age;IN-UT;10487.0;KN.A1;Projected Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2017;Uttarakhand;All Age;IN-UT;10884.0;KN.A1;Projected Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2021;Uttarakhand;All Age;IN-UT;11399.0;KN.A1;Projected Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2032;Uttarakhand;All Age;IN-UT;12614.0;KN.A1;Projected Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2036;Uttarakhand;All Age;IN-UT;12974.0;KN.A1;Projected Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2011;Uttarakhand;All Age;IN-UT;3049.0;KN.A2;Projected Urban Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2013;Uttarakhand;All Age;IN-UT;3229.0;KN.A2;Projected Urban Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2027;Uttarakhand;All Age;IN-UT;4569.0;KN.A2;Projected Urban Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2030;Uttarakhand;All Age;IN-UT;4864.0;KN.A2;Projected Urban Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2034;Uttarakhand;All Age;IN-UT;5253.0;KN.A2;Projected Urban Population;IN-UT;KN.TTL;Both Sex
KN.AG1;Annual;2017;West Bengal;All Age;IN-WB;95688.0;KN.A1;Projected Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2033;West Bengal;All Age;IN-WB;102473.0;KN.A1;Projected Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2034;West Bengal;All Age;IN-WB;102625.0;KN.A1;Projected Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2035;West Bengal;All Age;IN-WB;102778.0;KN.A1;Projected Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2036;West Bengal;All Age;IN-WB;102931.0;KN.A1;Projected Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2015;West Bengal;All Age;IN-WB;31590.0;KN.A2;Projected Urban Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2029;West Bengal;All Age;IN-WB;39924.0;KN.A2;Projected Urban Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2035;West Bengal;All Age;IN-WB;43131.0;KN.A2;Projected Urban Population;IN-WB;KN.TTL;Both Sex
KN.AG1;Annual;2019;Andaman & Nicobar Islands;All Age;IN-AN;397.0;KN.A1;Projected Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2021;Andaman & Nicobar Islands;All Age;IN-AN;400.0;KN.A1;Projected Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2025;Andaman & Nicobar Islands;All Age;IN-AN;405.0;KN.A1;Projected Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2026;Andaman & Nicobar Islands;All Age;IN-AN;406.0;KN.A1;Projected Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2028;Andaman & Nicobar Islands;All Age;IN-AN;408.0;KN.A1;Projected Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2029;Andaman & Nicobar Islands;All Age;IN-AN;409.0;KN.A1;Projected Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2031;Andaman & Nicobar Islands;All Age;IN-AN;410.0;KN.A1;Projected Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2015;Andaman & Nicobar Islands;All Age;IN-AN;155.0;KN.A2;Projected Urban Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2020;Andaman & Nicobar Islands;All Age;IN-AN;169.0;KN.A2;Projected Urban Population;IN-AN;KN.TTL;Both Sex
KN.AG1;Annual;2012;Chandigarh;All Age;IN-CH;1072.0;KN.A1;Projected Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2016;Chandigarh;All Age;IN-CH;1136.0;KN.A1;Projected Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2022;Chandigarh;All Age;IN-CH;1219.0;KN.A1;Projected Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2029;Chandigarh;All Age;IN-CH;1298.0;KN.A1;Projected Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2030;Chandigarh;All Age;IN-CH;1308.0;KN.A1;Projected Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2022;Chandigarh;All Age;IN-CH;1218.0;KN.A2;Projected Urban Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2023;Chandigarh;All Age;IN-CH;1230.0;KN.A2;Projected Urban Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2025;Chandigarh;All Age;IN-CH;1255.0;KN.A2;Projected Urban Population;IN-CH;KN.TTL;Both Sex
KN.AG1;Annual;2014;Daman & Diu;All Age;IN-DD;295.0;KN.A1;Projected Population;IN-DD;KN.TTL;Both Sex
KN.AG1;Annual;2018;Daman & Diu;All Age;IN-DD;385.0;KN.A1;Projected Population;IN-DD;KN.TTL;Both Sex
KN.AG1;Annual;2021;Daman & Diu;All Age;IN-DD;469.0;KN.A1;Projected Population;IN-DD;KN.TTL;Both Sex
KN.AG1;Annual;2023;Daman & Diu;All Age;IN-DD;564.0;KN.A1;Projected Population;IN-DD;KN.TTL;Both Sex
