FREQUENCY;DATE;REGION_ID;REGION_NAME;REGION_NOTES;VARIABLE_NAME;VALUE;VARIABLE_ID
Annual;1951;IN-LD;Lakshadweep;;Decennial Population by Census;21035.0;KN.DN.PP.CC
Annual;1991;IN-LD;Lakshadweep;;Decennial Population by Census;51707.0;KN.DN.PP.CC
Annual;2001;IN-LD;Lakshadweep;;Decennial Population by Census;60650.0;KN.DN.PP.CC
Annual;1971;IN-KA;Karnataka;;Decennial Population by Census;29299014.0;KN.DN.PP.CC
Annual;1991;IN-KA;Karnataka;;Decennial Population by Census;44977201.0;KN.DN.PP.CC
Annual;1921;IN-MP;Madhya Pradesh;;Decennial Population by Census;19171750.0;KN.DN.PP.CC
Annual;1941;IN-MH;Maharashtra;;Decennial Population by Census;26832758.0;KN.DN.PP.CC
Annual;2001;IN-MH;Maharashtra;;Decennial Population by Census;96878627.0;KN.DN.PP.CC
Annual;1931;IN-MN;Manipur;The population of India, Manipur State and Senapati District by sex includes estimated population and excludes the households of Mao Maram, Paomata and Purul sub divisions, as the census results for 2001 Census for these;Decennial Population by Census;445606.0;KN.DN.PP.CC
Annual;1931;IN-ML;Meghalaya;;Decennial Population by Census;480837.0;KN.DN.PP.CC
Annual;1981;IN-ML;Meghalaya;;Decennial Population by Census;1335819.0;KN.DN.PP.CC
Annual;1921;IN-MZ;Mizoram;;Decennial Population by Census;98406.0;KN.DN.PP.CC
Annual;1981;IN-OR;Orissa;;Decennial Population by Census;26370271.0;KN.DN.PP.CC
Annual;2001;IN-PY;Pondicherry;;Decennial Population by Census;974345.0;KN.DN.PP.CC
Annual;2001;KN.IN;India;;Decennial Population by Census;1028610328.0;KN.DN.PP.CC
Annual;2011;KN.IN;India;;Decennial Population by Census;1210854977.0;KN.DN.PP.CC
Annual;2011;IN-GJ;Gujarat;;Decennial Population by Census;60439692.0;KN.DN.PP.CC
Annual;2011;IN-JH;Jharkhand;;Decennial Population by Census;32988134.0;KN.DN.PP.CC
Annual;2011;IN-KL;Kerala;;Decennial Population by Census;33406061.0;KN.DN.PP.CC
Annual;2011;IN-MN;Manipur;The population of India, Manipur State and Senapati District by sex includes estimated population and excludes the households of Mao Maram, Paomata and Purul sub divisions, as the census results for 2001 Census for these;Decennial Population by Census;2855794.0;KN.DN.PP.CC
Annual;2011;IN-PB;Punjab;;Decennial Population by Census;27743338.0;KN.DN.PP.CC
Annual;2011;IN-TN;Tamil Nadu;;Decennial Population by Census;72147030.0;KN.DN.PP.CC
Annual;1991;IN-UP;Uttar Pradesh;;Decennial Population by Census;7050634.0;KN.DN.PP.CC
Annual;1901;IN-UT;Uttarakhand;;Decennial Population by Census;48627670.0;KN.DN.PP.CC
Annual;1981;IN-UT;Uttarakhand;;Decennial Population by Census;110862512.0;KN.DN.PP.CC
Annual;1991;IN-UT;Uttarakhand;;Decennial Population by Census;132061653.0;KN.DN.PP.CC
Annual;2011;IN-DD;Daman & Diu;;Decennial Population by Census;243247.0;KN.DN.PP.CC
Annual;1911;IN-MN;Manipur;The population of India, Manipur State and Senapati District by sex includes estimated population and excludes the households of Mao Maram, Paomata and Purul sub divisions, as the census results for 2001 Census for these;Decennial Population by Census;346222.0;KN.DN.PP.CC
Annual;1991;IN-ML;Meghalaya;;Decennial Population by Census;1774778.0;KN.DN.PP.CC
Annual;1951;IN-MZ;Mizoram;;Decennial Population by Census;196202.0;KN.DN.PP.CC
Annual;1961;IN-NL;Nagaland;;Decennial Population by Census;369200.0;KN.DN.PP.CC
Annual;1971;IN-NL;Nagaland;;Decennial Population by Census;516449.0;KN.DN.PP.CC
Annual;1981;IN-NL;Nagaland;;Decennial Population by Census;774930.0;KN.DN.PP.CC
Annual;1941;IN-PY;Pondicherry;;Decennial Population by Census;285011.0;KN.DN.PP.CC
Annual;1981;IN-PY;Pondicherry;;Decennial Population by Census;604471.0;KN.DN.PP.CC
Annual;2011;IN-AP;Andhra Pradesh;;Decennial Population by Census;84580777.0;KN.DN.PP.CC
Annual;2011;IN-AR;Arunachal Pradesh;;Decennial Population by Census;1383727.0;KN.DN.PP.CC
Annual;2011;IN-BR;Bihar;;Decennial Population by Census;104099452.0;KN.DN.PP.CC
Annual;2011;IN-HR;Haryana;;Decennial Population by Census;25351462.0;KN.DN.PP.CC
Annual;2011;IN-JK;Jammu & Kashmir;Area figures includes the area under unlawaful occupation of Pakistan and China.  The area includes 78,114 sq.km.     under illegal occupation of Pakistan,   5,180 sq. km.illegally  handed over by Pakistan to China and 37,555 sq.km.   under illegal  occup;Decennial Population by Census;12541302.0;KN.DN.PP.CC
Annual;2001;IN-MN;Manipur;The population of India, Manipur State and Senapati District by sex includes estimated population and excludes the households of Mao Maram, Paomata and Purul sub divisions, as the census results for 2001 Census for these;Decennial Population by Census;2166788.0;KN.DN.PP.CC
Annual;2011;IN-ML;Meghalaya;;Decennial Population by Census;2966889.0;KN.DN.PP.CC
Annual;2011;IN-OR;Orissa;;Decennial Population by Census;41974218.0;KN.DN.PP.CC
Annual;2011;IN-UT;Uttarakhand;;Decennial Population by Census;199812341.0;KN.DN.PP.CC
Annual;2011;IN-CH;Chandigarh;;Decennial Population by Census;1055450.0;KN.DN.PP.CC
Annual;2011;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;343709.0;KN.DN.PP.CC
Annual;2011;IN-DL;Delhi;;Decennial Population by Census;16787941.0;KN.DN.PP.CC
Annual;2011;IN-PY;Pondicherry;;Decennial Population by Census;1247953.0;KN.DN.PP.CC
Annual;1901;IN-AP;Andhra Pradesh;;Decennial Population by Census;19065921.0;KN.DN.PP.CC
Annual;1971;IN-AP;Andhra Pradesh;;Decennial Population by Census;43502708.0;KN.DN.PP.CC
Annual;1901;IN-GA;Goa;;Decennial Population by Census;475513.0;KN.DN.PP.CC
Annual;1921;IN-GA;Goa;;Decennial Population by Census;469494.0;KN.DN.PP.CC
Annual;1941;IN-GA;Goa;;Decennial Population by Census;540925.0;KN.DN.PP.CC
Annual;1971;IN-GJ;Gujarat;;Decennial Population by Census;26697475.0;KN.DN.PP.CC
Annual;1951;IN-HR;Haryana;;Decennial Population by Census;5673597.0;KN.DN.PP.CC
Annual;1971;IN-HP;Himachal Pradesh;;Decennial Population by Census;3460434.0;KN.DN.PP.CC
Annual;1941;IN-HR;Haryana;;Decennial Population by Census;5272829.0;KN.DN.PP.CC
Annual;1961;IN-HR;Haryana;;Decennial Population by Census;7590524.0;KN.DN.PP.CC
Annual;2001;IN-HR;Haryana;;Decennial Population by Census;21144564.0;KN.DN.PP.CC
Annual;1991;IN-DD;Daman & Diu;;Decennial Population by Census;101586.0;KN.DN.PP.CC
Annual;2001;IN-DD;Daman & Diu;;Decennial Population by Census;158204.0;KN.DN.PP.CC
Annual;1971;IN-LD;Lakshadweep;;Decennial Population by Census;31810.0;KN.DN.PP.CC
Annual;1951;IN-PY;Pondicherry;;Decennial Population by Census;317253.0;KN.DN.PP.CC
Annual;1971;IN-PY;Pondicherry;;Decennial Population by Census;471707.0;KN.DN.PP.CC
Annual;1951;KN.IN;India;;Decennial Population by Census;358142161.0;KN.DN.PP.CC
Annual;2011;IN-KA;Karnataka;;Decennial Population by Census;61095297.0;KN.DN.PP.CC
Annual;2011;IN-MP;Madhya Pradesh;;Decennial Population by Census;72626809.0;KN.DN.PP.CC
Annual;2011;IN-NL;Nagaland;;Decennial Population by Census;1978502.0;KN.DN.PP.CC
Annual;2011;IN-RJ;Rajasthan;;Decennial Population by Census;68548437.0;KN.DN.PP.CC
Annual;2011;IN-UP;Uttar Pradesh;;Decennial Population by Census;10086292.0;KN.DN.PP.CC
Annual;2001;IN-UT;Uttarakhand;;Decennial Population by Census;166197921.0;KN.DN.PP.CC
Annual;1951;IN-OR;Orissa;;Decennial Population by Census;14645946.0;KN.DN.PP.CC
Annual;1971;IN-OR;Orissa;;Decennial Population by Census;21944615.0;KN.DN.PP.CC
Annual;1941;IN-PB;Punjab;;Decennial Population by Census;9600236.0;KN.DN.PP.CC
Annual;1961;IN-PB;Punjab;;Decennial Population by Census;11135069.0;KN.DN.PP.CC
Annual;1901;IN-RJ;Rajasthan;;Decennial Population by Census;10294090.0;KN.DN.PP.CC
Annual;1981;IN-RJ;Rajasthan;;Decennial Population by Census;34261862.0;KN.DN.PP.CC
Annual;1941;IN-KA;Karnataka;;Decennial Population by Census;16255368.0;KN.DN.PP.CC
Annual;1951;IN-KL;Kerala;;Decennial Population by Census;13549118.0;KN.DN.PP.CC
Annual;1941;IN-MP;Madhya Pradesh;;Decennial Population by Census;23990608.0;KN.DN.PP.CC
Annual;1951;IN-MH;Maharashtra;;Decennial Population by Census;32002564.0;KN.DN.PP.CC
Annual;1961;IN-MH;Maharashtra;;Decennial Population by Census;39553718.0;KN.DN.PP.CC
Annual;1971;IN-MH;Maharashtra;;Decennial Population by Census;50412235.0;KN.DN.PP.CC
Annual;1961;IN-MN;Manipur;The population of India, Manipur State and Senapati District by sex includes estimated population and excludes the households of Mao Maram, Paomata and Purul sub divisions, as the census results for 2001 Census for these;Decennial Population by Census;780037.0;KN.DN.PP.CC
Annual;1981;IN-MN;Manipur;The population of India, Manipur State and Senapati District by sex includes estimated population and excludes the households of Mao Maram, Paomata and Purul sub divisions, as the census results for 2001 Census for these;Decennial Population by Census;1420953.0;KN.DN.PP.CC
Annual;1991;IN-MN;Manipur;The population of India, Manipur State and Senapati District by sex includes estimated population and excludes the households of Mao Maram, Paomata and Purul sub divisions, as the census results for 2001 Census for these;Decennial Population by Census;1837149.0;KN.DN.PP.CC
Annual;1921;IN-ML;Meghalaya;;Decennial Population by Census;422403.0;KN.DN.PP.CC
Annual;1941;IN-WB;West Bengal;;Decennial Population by Census;23229552.0;KN.DN.PP.CC
Annual;1941;IN-CH;Chandigarh;;Decennial Population by Census;22574.0;KN.DN.PP.CC
Annual;1991;IN-CH;Chandigarh;;Decennial Population by Census;642015.0;KN.DN.PP.CC
Annual;1961;IN-DD;Daman & Diu;;Decennial Population by Census;36670.0;KN.DN.PP.CC
Annual;1991;IN-DL;Delhi;;Decennial Population by Census;9420644.0;KN.DN.PP.CC
Annual;1981;IN-SK;Sikkim;;Decennial Population by Census;316385.0;KN.DN.PP.CC
Annual;1991;IN-SK;Sikkim;;Decennial Population by Census;406457.0;KN.DN.PP.CC
Annual;2001;IN-TN;Tamil Nadu;;Decennial Population by Census;62405679.0;KN.DN.PP.CC
Annual;1931;IN-TR;Tripura;;Decennial Population by Census;382450.0;KN.DN.PP.CC
Annual;1941;IN-TR;Tripura;;Decennial Population by Census;513010.0;KN.DN.PP.CC
Annual;1981;IN-WB;West Bengal;;Decennial Population by Census;54580647.0;KN.DN.PP.CC
Annual;1991;IN-WB;West Bengal;;Decennial Population by Census;68077965.0;KN.DN.PP.CC
Annual;1901;IN-AN;Andaman and Nicobar Islands;;Decennial Population by Census;24649.0;KN.DN.PP.CC
Annual;1911;IN-CH;Chandigarh;;Decennial Population by Census;18437.0;KN.DN.PP.CC
Annual;1931;IN-CH;Chandigarh;;Decennial Population by Census;19783.0;KN.DN.PP.CC
Annual;1971;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;74170.0;KN.DN.PP.CC
Annual;1961;IN-DL;Delhi;;Decennial Population by Census;2658612.0;KN.DN.PP.CC
Annual;2001;IN-DL;Delhi;;Decennial Population by Census;13850507.0;KN.DN.PP.CC
Annual;1911;KN.IN;India;;Decennial Population by Census;252093390.0;KN.DN.PP.CC
Annual;1921;IN-AP;Andhra Pradesh;;Decennial Population by Census;21420448.0;KN.DN.PP.CC
Annual;1931;IN-AP;Andhra Pradesh;;Decennial Population by Census;24203573.0;KN.DN.PP.CC
Annual;1951;IN-AP;Andhra Pradesh;;Decennial Population by Census;31115259.0;KN.DN.PP.CC
Annual;1991;IN-AP;Andhra Pradesh;;Decennial Population by Census;66508008.0;KN.DN.PP.CC
Annual;1921;IN-AS;Assam;;Decennial Population by Census;4636980.0;KN.DN.PP.CC
Annual;1971;IN-AS;Assam;;Decennial Population by Census;14625152.0;KN.DN.PP.CC
Annual;1981;IN-AS;Assam;;Decennial Population by Census;18041248.0;KN.DN.PP.CC
Annual;1941;IN-BR;Bihar;;Decennial Population by Census;35170840.0;KN.DN.PP.CC
Annual;1981;IN-BR;Bihar;;Decennial Population by Census;69914734.0;KN.DN.PP.CC
Annual;1991;IN-BR;Bihar;;Decennial Population by Census;64530554.0;KN.DN.PP.CC
Annual;1991;IN-CG;Chhattisgarh;;Decennial Population by Census;17614928.0;KN.DN.PP.CC
Annual;1911;IN-GA;Goa;;Decennial Population by Census;486752.0;KN.DN.PP.CC
Annual;1971;IN-GA;Goa;;Decennial Population by Census;795120.0;KN.DN.PP.CC
Annual;1981;IN-GA;Goa;;Decennial Population by Census;1007749.0;KN.DN.PP.CC
Annual;1921;IN-GJ;Gujarat;;Decennial Population by Census;10174989.0;KN.DN.PP.CC
Annual;1931;IN-HR;Haryana;;Decennial Population by Census;4559917.0;KN.DN.PP.CC
Annual;1991;IN-HR;Haryana;;Decennial Population by Census;16463648.0;KN.DN.PP.CC
Annual;1921;IN-HP;Himachal Pradesh;;Decennial Population by Census;1928206.0;KN.DN.PP.CC
Annual;1941;IN-HP;Himachal Pradesh;;Decennial Population by Census;2263245.0;KN.DN.PP.CC
Annual;1991;IN-PB;Punjab;;Decennial Population by Census;20281969.0;KN.DN.PP.CC
Annual;1901;IN-SK;Sikkim;;Decennial Population by Census;59014.0;KN.DN.PP.CC
Annual;1931;IN-SK;Sikkim;;Decennial Population by Census;109808.0;KN.DN.PP.CC
Annual;1921;IN-TR;Tripura;;Decennial Population by Census;304437.0;KN.DN.PP.CC
Annual;1951;IN-TR;Tripura;;Decennial Population by Census;639029.0;KN.DN.PP.CC
Annual;1971;IN-TR;Tripura;;Decennial Population by Census;1556342.0;KN.DN.PP.CC
Annual;1921;IN-WB;West Bengal;;Decennial Population by Census;17474348.0;KN.DN.PP.CC
Annual;1931;IN-WB;West Bengal;;Decennial Population by Census;18897036.0;KN.DN.PP.CC
Annual;1921;IN-AN;Andaman and Nicobar Islands;;Decennial Population by Census;27086.0;KN.DN.PP.CC
Annual;1961;IN-AN;Andaman and Nicobar Islands;;Decennial Population by Census;63548.0;KN.DN.PP.CC
Annual;1951;IN-CH;Chandigarh;;Decennial Population by Census;24261.0;KN.DN.PP.CC
Annual;1971;IN-CH;Chandigarh;;Decennial Population by Census;257251.0;KN.DN.PP.CC
Annual;2001;IN-CH;Chandigarh;;Decennial Population by Census;900635.0;KN.DN.PP.CC
Annual;1951;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;41532.0;KN.DN.PP.CC
Annual;2001;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;220490.0;KN.DN.PP.CC
Annual;1911;IN-DD;Daman & Diu;;Decennial Population by Census;32470.0;KN.DN.PP.CC
Annual;1921;IN-DD;Daman & Diu;;Decennial Population by Census;31410.0;KN.DN.PP.CC
Annual;1941;IN-DD;Daman & Diu;;Decennial Population by Census;42811.0;KN.DN.PP.CC
Annual;1981;IN-DD;Daman & Diu;;Decennial Population by Census;78981.0;KN.DN.PP.CC
Annual;1921;IN-DL;Delhi;;Decennial Population by Census;488452.0;KN.DN.PP.CC
Annual;1941;IN-DL;Delhi;;Decennial Population by Census;917939.0;KN.DN.PP.CC
Annual;1971;IN-DL;Delhi;;Decennial Population by Census;4065698.0;KN.DN.PP.CC
